id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSURXcHNPcDVnRRAB,Quick and efficient in arranging for the service. Overall experience has been great. Cost is definitely cheaper as compared to many other courier services. Easy to track delivery status. Overall I am a happy customer,6 days ago,2022-03-29 14:13:52.293169,4.0,Inaaya Paul,0,0,https://www.google.com/maps/contrib/109510630083497645863/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURXbVBqYWJ3EAE,Amazing service with delivery on time.  Honest  and sincere staff members. All together good service. Best for couriers to be sent in foreign..🤙🤙🤙 and one of the best courier service I came across,2 weeks ago,2022-03-29 14:13:52.295062,5.0,Amresh maurya,0,0,https://www.google.com/maps/contrib/103657175491910259648/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURXNkticGN3EAE,Good import and export. on time delivery 👍👍👍,2 weeks ago,2022-03-29 14:13:52.296831,5.0,abhaysing abhay,0,0,https://www.google.com/maps/contrib/109777224513562429528/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURXNlBxNVJnEAE,Good service 👍👍👍,2 weeks ago,2022-03-29 14:13:52.298561,5.0,Aditya Singh rajput,0,0,https://www.google.com/maps/contrib/109073971784492226725/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURXOE5xNW13RRAB,,2 weeks ago,2022-03-29 14:13:52.300605,5.0,x gamer,0,0,https://www.google.com/maps/contrib/103311947343395786887/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURXOE5yS1JnEAE,,2 weeks ago,2022-03-29 14:13:52.304656,5.0,ANUJ KUMAR,0,0,https://www.google.com/maps/contrib/108379684156322748193/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURXOEpxdE5REAE,,2 weeks ago,2022-03-29 14:13:52.306467,5.0,avinash singh,0,0,https://www.google.com/maps/contrib/113972010377558684241/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURXOEpxTWZ3EAE,,2 weeks ago,2022-03-29 14:13:52.308742,5.0,SARVOCHCH kumar gond,0,0,https://www.google.com/maps/contrib/118309718828073089176/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURXOE9yamtRRRAB,,2 weeks ago,2022-03-29 14:13:52.311121,5.0,Viky Sonkar,0,0,https://www.google.com/maps/contrib/105421051627563954711/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURXb01HRXh3RRAB,One of the best courier services which I have been using.  Honest staff and on time delivery. Goood import and export.,2 weeks ago,2022-03-29 14:13:52.312988,5.0,Vishal Pandey,0,0,https://www.google.com/maps/contrib/118333219905563971246/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNHMWZDOWh3RRAB,I would reccomend others for this courier service 👌👌👌,2 weeks ago,2022-03-29 14:13:52.315325,5.0,TSG RAJ,0,0,https://www.google.com/maps/contrib/107805711466635526135/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURXb0lxWV9RRRAB,Export and import is good and  it's better than other courier service which I was  using . Service delivery is done on time.Very honest services. I would reccomend others also if they are looking for courier services.👌👌👌👌,2 weeks ago,2022-03-29 14:13:52.319373,5.0,Rudra Pratap Singh 1,0,0,https://www.google.com/maps/contrib/100585897480715022863/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURXb0lyQUtBEAE,,2 weeks ago,2022-03-29 14:13:52.322611,5.0,Fake Account,0,0,https://www.google.com/maps/contrib/111212326526169097167/reviews?hl=en-US
