id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUNXaUt2ZkN3EAE,,a month ago,2022-03-29 14:21:38.103506,5.0,Jitender 100rout,0,0,https://www.google.com/maps/contrib/115996423480769236018/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNXZ09tb3hRRRAB,,a month ago,2022-03-29 14:21:38.104887,4.0,Rhythm Dang,0,0,https://www.google.com/maps/contrib/116194319397547853053/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURtcTQ2dkJnEAE,Delivers on time,a month ago,2022-03-29 14:21:38.106414,5.0,Alok Mittal,0,0,https://www.google.com/maps/contrib/100140931745781344640/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURtd09pQURBEAE,Good service,2 months ago,2022-03-29 14:21:38.108517,5.0,Kaushik Majumdar,0,0,https://www.google.com/maps/contrib/114558957416364356929/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNtajZPRnF3RRAB,,2 months ago,2022-03-29 14:21:38.111198,5.0,Nandlal Kumar,0,0,https://www.google.com/maps/contrib/115941704073037139060/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNtLTllTW1RRRAB,,2 months ago,2022-03-29 14:21:38.113352,3.0,Lakshmanan R,0,0,https://www.google.com/maps/contrib/102088960343087755329/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNtbmJ1T2VBEAE,,2 months ago,2022-03-29 14:21:38.114925,5.0,priyatama ningthoujam,0,0,https://www.google.com/maps/contrib/113483750665499801127/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNtc01PRHJBRRAB,The shop was closed,3 months ago,2022-03-29 14:21:38.116779,2.0,Abhishek Kumar,0,0,https://www.google.com/maps/contrib/100702730192308119017/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURHcXI3UkpnEAE,"Good courier service, I am satisfied",4 months ago,2022-03-29 14:21:38.118455,5.0,Sonu Kumar,0,0,https://www.google.com/maps/contrib/117242417015492682922/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNHby1MWFNREAE,,4 months ago,2022-03-29 14:21:38.119929,3.0,Kumar Sudhansh,0,0,https://www.google.com/maps/contrib/103554727591548996925/reviews?hl=en-US
