id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSURXcXRPcHJ3RRAB,,a week ago,2022-03-28 17:10:41.593577,1.0,agil alrumi,0,0,https://www.google.com/maps/contrib/110359912681366991933/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURXNHY3NGtRRRAB,Nice,a week ago,2022-03-28 17:10:41.594663,5.0,naveed akhtar,0,0,https://www.google.com/maps/contrib/100127788175847800998/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURXdk1iUmpnRRAB,SCAM!!!!! They will ask you to pay delivery fee several times and they do not delivery,a week ago,2022-03-28 17:10:41.595556,1.0,Sento Mats,0,0,https://www.google.com/maps/contrib/117770181858493256379/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURXNlBISzhBRRAB,"No phones are working, doesn't reply to emails and very late service, i have trouble tracking my own package.",a week ago,2022-03-28 17:10:41.596471,1.0,Dulan Basnayake,0,0,https://www.google.com/maps/contrib/103679073762543343170/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNXc0xHNUl3EAE,No answer to phone calls. I can change the review if I get a call back.,a month ago,2022-03-28 17:10:41.597384,1.0,Prince Singh,0,0,https://www.google.com/maps/contrib/111783900617051160057/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURtNHFmUTJnRRAB,,2 months ago,2022-03-28 17:10:41.598274,5.0,K Vijay,0,0,https://www.google.com/maps/contrib/110560730385029379327/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURtdU5tSG1RRRAB,No response for calls and mails  Pathetic,2 months ago,2022-03-28 17:10:41.599160,1.0,RoMy KuRiAkOsE,0,0,https://www.google.com/maps/contrib/105244851279587828777/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNtLTlmOVh3EAE,,2 months ago,2022-03-28 17:10:41.600047,5.0,Ruchika Dalvi,0,0,https://www.google.com/maps/contrib/112872976502853766116/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNtN05LeUFREAE,Good morning everyone.🙏 please help me my friend give alot  one parcel from us to Shillong tell me my city Shillong why can't deliver my parcel.they company tell me payment let deliver.every day i payment when they tell me 5time …,3 months ago,2022-03-28 17:10:41.600954,5.0,Wanpynbiang Nongsteng,0,0,https://www.google.com/maps/contrib/105656370415845187377/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURHNl9iN3h3RRAB,Cheap USA courier service,3 months ago,2022-03-28 17:10:41.602128,4.0,Surendra B,0,0,https://www.google.com/maps/contrib/115525519635825545513/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURHbGIySlJnEAE,"(Translated by Google) Really clean place, good food and professional and helpful staff. I recommend …",3 months ago,2022-03-28 17:10:41.603032,5.0,Raune Michelson,0,0,https://www.google.com/maps/contrib/115582734884424527618/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURHanE3Z0dnEAE,,4 months ago,2022-03-28 17:10:41.604172,5.0,Salman Khan,0,0,https://www.google.com/maps/contrib/103918084836063545644/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURHc0puWW5BRRAB,Im not by it,4 months ago,2022-03-28 17:10:41.605065,1.0,amjad Shell,0,0,https://www.google.com/maps/contrib/113282604796830992445/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNHdTZXTDh3RRAB,I wish I could give them 0 star,4 months ago,2022-03-28 17:10:41.606043,1.0,Sujan sen,0,0,https://www.google.com/maps/contrib/107164316929998419619/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNHX0tuWmF3EAE,"Excellent service, they handle about 250 to 300 of our packages every day That have always picked up the orders on time. Would recommend!",4 months ago,2022-03-28 17:10:41.606960,5.0,thatugly lad,0,0,https://www.google.com/maps/contrib/100898032012522638297/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNHME5mT2pnRRAB,,5 months ago,2022-03-28 17:10:41.607866,3.0,zeenat Khan,0,0,https://www.google.com/maps/contrib/114666896902879618336/reviews?hl=en-US
