,id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
0,ChdDSUhNMG9nS0VJQ0FnSUNXNHFxU2x3RRAB,(Translated by Google) good  (Original) ดี,a month ago,2022-03-29 20:10:15.953287,4.0,Wittayarat Athijorn,0,0,https://www.google.com/maps/contrib/113249269876306438675/reviews?hl=en-US
1,ChdDSUhNMG9nS0VJQ0FnSUNXcktYOW9RRRAB,(Translated by Google) Easy to contact. Strict anti-Covid-19 measures.  (Original) …,a month ago,2022-03-29 20:10:15.954798,4.0,SIRICHAI SUWANASRI,0,0,https://www.google.com/maps/contrib/113389566627078861205/reviews?hl=en-US
2,ChdDSUhNMG9nS0VJQ0FnSUNXdU5pMml3RRAB,,a month ago,2022-03-29 20:10:15.956357,5.0,พายุพรรดิ์ คงสินธุ์,0,0,https://www.google.com/maps/contrib/116244135261948644889/reviews?hl=en-US
3,ChdDSUhNMG9nS0VJQ0FnSURtNW9uZmhBRRAB,,2 months ago,2022-03-29 20:10:15.958604,5.0,TN Claire,0,0,https://www.google.com/maps/contrib/103812646787909132145/reviews?hl=en-US
4,ChdDSUhNMG9nS0VJQ0FnSUNtX3QzVXh3RRAB,"Well organized, friendly staff, very helpful, excellent service.",2 months ago,2022-03-29 20:10:15.960549,5.0,Anthony Verloop,0,0,https://www.google.com/maps/contrib/100053841225388783064/reviews?hl=en-US
5,ChZDSUhNMG9nS0VJQ0FnSUNtNnBqOFB3EAE,,3 months ago,2022-03-29 20:10:15.963356,5.0,สุนทร ตันชเสาวภาค,0,0,https://www.google.com/maps/contrib/105486276559512733952/reviews?hl=en-US
6,ChdDSUhNMG9nS0VJQ0FnSUNtZ3NxVXBBRRAB,,3 months ago,2022-03-29 20:10:15.965662,3.0,Ashley Buanak,0,0,https://www.google.com/maps/contrib/110736484262286717601/reviews?hl=en-US
7,ChZDSUhNMG9nS0VJQ0FnSURxd0xuLWZnEAE,,9 months ago,2022-03-29 20:10:15.968259,4.0,อุรุพงษ์ มาแจ้ง,0,0,https://www.google.com/maps/contrib/114437222113378558750/reviews?hl=en-US
8,ChdDSUhNMG9nS0VJQ0FnSUNxcVBTRDBnRRAB,,10 months ago,2022-03-29 20:10:15.971437,4.0,Samit Plavudhithothai,0,0,https://www.google.com/maps/contrib/109056051214222585940/reviews?hl=en-US
9,ChdDSUhNMG9nS0VJQ0FnSUNLN1lydnhRRRAB,,11 months ago,2022-03-29 20:10:15.975469,3.0,ธนิก วรเกษ,0,0,https://www.google.com/maps/contrib/106906911192947392513/reviews?hl=en-US
10,ChdDSUhNMG9nS0VJQ0FnSUNLbHFHaW5BRRAB,(Translated by Google) To be a global integrated logistics company  (Original) …,11 months ago,2022-03-29 20:10:15.978929,5.0,Charawut Daenchanthuk,0,0,https://www.google.com/maps/contrib/115923191391714247186/reviews?hl=en-US
11,ChdDSUhNMG9nS0VJQ0FnSUNLMnE2aG9RRRAB,,11 months ago,2022-03-29 20:10:15.981924,5.0,Arjun Laserhi,0,0,https://www.google.com/maps/contrib/111349496248144494602/reviews?hl=en-US
12,ChZDSUhNMG9nS0VJQ0FnSUNLaXJYR0J3EAE,Well after a lot of looking i find out the Bangkok call centre number thats not listed is 1782 .,11 months ago,2022-03-29 20:10:15.984995,3.0,Brent Thailand,0,0,https://www.google.com/maps/contrib/108019561274999550353/reviews?hl=en-US
13,ChdDSUhNMG9nS0VJQ0FnSURTOFlUbm93RRAB,,a year ago,2022-03-29 20:10:15.990105,5.0,Bancha Khemthong,0,0,https://www.google.com/maps/contrib/114523217053759374745/reviews?hl=en-US
14,ChdDSUhNMG9nS0VJQ0FnSURTOXY2Mjd3RRAB,,a year ago,2022-03-29 20:10:15.995139,5.0,Prayoon Uoonsiri (Yoon),0,0,https://www.google.com/maps/contrib/107494904982594072952/reviews?hl=en-US
15,ChZDSUhNMG9nS0VJQ0FnSURpc3NTZlNREAE,"Good service. Remember to bring passport for id if you are foreigner, or as a minimum have a copy on your phone. Worked for me once when I forgot....",a year ago,2022-03-29 20:10:15.998935,5.0,Frants Andersen,0,0,https://www.google.com/maps/contrib/112644979813957046113/reviews?hl=en-US
16,ChdDSUhNMG9nS0VJQ0FnSUNpazVTLTR3RRAB,All Telefon Nr. do mit Work. No-one picked up. Also No Response by E Mail.,a year ago,2022-03-29 20:10:16.003765,1.0,Rudolf Schnell,0,0,https://www.google.com/maps/contrib/104454825655738082155/reviews?hl=en-US
17,ChZDSUhNMG9nS0VJQ0FnSURDOWNDSEF3EAE,Great Service.,a year ago,2022-03-29 20:10:16.008569,5.0,Swaggy P-eaga,0,0,https://www.google.com/maps/contrib/106955693742023297244/reviews?hl=en-US
18,ChZDSUhNMG9nS0VJQ0FnSURDbFlpYmRBEAE,,a year ago,2022-03-29 20:10:16.011554,4.0,THAWAT Yeammanan,0,0,https://www.google.com/maps/contrib/113375514717420540789/reviews?hl=en-US
19,ChdDSUhNMG9nS0VJQ0FnSURDdHRPaWlnRRAB,,a year ago,2022-03-29 20:10:16.014281,5.0,จักรพงษ์ พึ่งมั่น,0,0,https://www.google.com/maps/contrib/104098707535938464328/reviews?hl=en-US
20,ChdDSUhNMG9nS0VJQ0FnSUNDbHR6SHJRRRAB,(Translated by Google) Good  (Original) ก็ดี,a year ago,2022-03-29 20:10:22.245421,5.0,อังคาร เขาทอง,0,0,https://www.google.com/maps/contrib/105263702770493031494/reviews?hl=en-US
21,ChdDSUhNMG9nS0VJQ0FnSUNDLU5uUm1nRRAB,,a year ago,2022-03-29 20:10:22.246970,1.0,Mane mane,0,0,https://www.google.com/maps/contrib/117289376338407429287/reviews?hl=en-US
22,ChZDSUhNMG9nS0VJQ0FnSUQ4N2V5Z0tBEAE,(Translated by Google) good service  (Original) บริการดี,a year ago,2022-03-29 20:10:22.248430,4.0,เจ้โอผัดไทห่อไข่ หอยทอด,0,0,https://www.google.com/maps/contrib/101740497392499576074/reviews?hl=en-US
23,ChdDSUhNMG9nS0VJQ0FnSURjNGRhZGdnRRAB,,a year ago,2022-03-29 20:10:22.250034,5.0,2K CF,0,0,https://www.google.com/maps/contrib/100069380279798845929/reviews?hl=en-US
24,ChZDSUhNMG9nS0VJQ0FnSURjbUptRFpnEAE,(Translated by Google) The rubber is leaking  (Original) ยางรั่วเลย,a year ago,2022-03-29 20:10:22.251941,5.0,เทพ ไกรสวัสดิ์,0,0,https://www.google.com/maps/contrib/110656452414460434244/reviews?hl=en-US
25,ChZDSUhNMG9nS0VJQ0FnSURjbU9TVkhBEAE,,a year ago,2022-03-29 20:10:22.254905,5.0,Attapong Inyim,0,0,https://www.google.com/maps/contrib/108869290999690925635/reviews?hl=en-US
26,ChdDSUhNMG9nS0VJQ0FnSUNjNjd5bWxnRRAB,,a year ago,2022-03-29 20:10:22.257118,5.0,N Khe,0,0,https://www.google.com/maps/contrib/109367410726499881109/reviews?hl=en-US
27,ChZDSUhNMG9nS0VJQ0FnSUNjNmF6WWJREAE,(Translated by Google) Delivery of goods to customers  (Original) รับส่งของให้ลูกค้า,2 years ago,2022-03-29 20:10:22.259082,5.0,ปรีชา บุญแต่ง,0,0,https://www.google.com/maps/contrib/110189687494296574369/reviews?hl=en-US
28,ChZDSUhNMG9nS0VJQ0FnSUNjN3Z5b0xBEAE,World class services,2 years ago,2022-03-29 20:10:22.260850,5.0,Adi P.,0,0,https://www.google.com/maps/contrib/113083924216504226600/reviews?hl=en-US
29,ChZDSUhNMG9nS0VJQ0FnSUNzay1mLVVREAE,(Translated by Google) Live parking  (Original) ที่จอดรถสดวกสะบาย,2 years ago,2022-03-29 20:10:22.262638,4.0,อนุกุล มวยลี,0,0,https://www.google.com/maps/contrib/100521797522707451384/reviews?hl=en-US
30,ChdDSUhNMG9nS0VJQ0FnSUNzeWJ6TzJnRRAB,,2 years ago,2022-03-29 20:10:28.547565,4.0,กอล์ฟ รีวิว,0,0,https://www.google.com/maps/contrib/111791218374652630440/reviews?hl=en-US
31,ChdDSUhNMG9nS0VJQ0FnSUNzMXJLN3lnRRAB,(Translated by Google) Good job if getting a job directly  (Original) งานดีนะถ้ารับงานโดยตรง,2 years ago,2022-03-29 20:10:28.549047,5.0,ธนชาติเซอร์วิส สร้างความสุขทุกเส้นทาง,0,0,https://www.google.com/maps/contrib/117837396114168752789/reviews?hl=en-US
32,ChdDSUhNMG9nS0VJQ0FnSURNeTdIUmd3RRAB,,2 years ago,2022-03-29 20:10:28.550478,5.0,สัน สารสินธุ,0,0,https://www.google.com/maps/contrib/110571757990012371913/reviews?hl=en-US
33,ChdDSUhNMG9nS0VJQ0FnSUNNbjhLWV9nRRAB,(Translated by Google) The service has Huai Maew staff.  (Original) บริการได้ห้วยมากพนักงาน,2 years ago,2022-03-29 20:10:28.551990,1.0,บ้านสามสาวน่ารัก,0,0,https://www.google.com/maps/contrib/115911945726487475589/reviews?hl=en-US
34,ChdDSUhNMG9nS0VJQ0FnSUQwMW9mNXFBRRAB,(Translated by Google) Fair  (Original) พอใช้ใด้,2 years ago,2022-03-29 20:10:28.553585,3.0,Phithak Vongsoonthak,0,0,https://www.google.com/maps/contrib/103497590118880169551/reviews?hl=en-US
35,ChdDSUhNMG9nS0VJQ0FnSUM0NU9UNW53RRAB,(Translated by Google) It is very difficult to recommend if you need to use the SMS instead. …,2 years ago,2022-03-29 20:10:28.556164,4.0,Mustaf Wong,0,0,https://www.google.com/maps/contrib/103407219707142440577/reviews?hl=en-US
36,ChZDSUhNMG9nS0VJQ0FnSUMwMnFXX1ZREAE,,2 years ago,2022-03-29 20:10:28.558440,4.0,Adisak Phungprasertying,0,0,https://www.google.com/maps/contrib/115285802214164877205/reviews?hl=en-US
37,ChZDSUhNMG9nS0VJQ0FnSURVM3ZUU1JREAE,"(Translated by Google) Good service, provide information and recommend good services …",2 years ago,2022-03-29 20:10:28.561315,4.0,Sirichai Suwanasri,0,0,https://www.google.com/maps/contrib/115325493779738749322/reviews?hl=en-US
38,ChZDSUhNMG9nS0VJQ0FnSURVMk96U1VBEAE,(Translated by Google) Fair  (Original) พอใช้,2 years ago,2022-03-29 20:10:28.564570,2.0,Jay Dnw,0,0,https://www.google.com/maps/contrib/105420740520799804385/reviews?hl=en-US
39,ChZDSUhNMG9nS0VJQ0FnSUNvN3RqcEF3EAE,"(Translated by Google) Good service, great help  (Original) บริการดีให้ความช่วยเหลือดีมาก",3 years ago,2022-03-29 20:10:28.566585,4.0,Sanchai Suntornrarag,0,0,https://www.google.com/maps/contrib/111174874502388546792/reviews?hl=en-US
40,ChZDSUhNMG9nS0VJQ0FnSURJaHJXMlFnEAE,Really bad service!!!!!!!!!!!!!!,3 years ago,2022-03-29 20:10:34.967668,1.0,Orianne Mouret,0,0,https://www.google.com/maps/contrib/116861257136595154399/reviews?hl=en-US
41,ChdDSUhNMG9nS0VJQ0FnSUNJOGVtVm9nRRAB,,3 years ago,2022-03-29 20:10:34.969252,1.0,jprofiler,0,0,https://www.google.com/maps/contrib/113294816864739929187/reviews?hl=en-US
42,ChZDSUhNMG9nS0VJQ0FnSUNJOGVueEdnEAE,really bad Service not correct declaration better use DHL,3 years ago,2022-03-29 20:10:34.970861,1.0,John Striker (Masked Rider),0,0,https://www.google.com/maps/contrib/113732493784703801266/reviews?hl=en-US
43,ChdDSUhNMG9nS0VJQ0FnSUR3N0t2WWtRRRAB,(Translated by Google) International courier companies with branches all over the world …,3 years ago,2022-03-29 20:10:34.972565,5.0,theerawat khonsuay,0,0,https://www.google.com/maps/contrib/109332735390465527852/reviews?hl=en-US
44,ChdDSUhNMG9nS0VJQ0FnSUR3MHNuTHJ3RRAB,,3 years ago,2022-03-29 20:10:34.974460,4.0,Pe' Punn,0,0,https://www.google.com/maps/contrib/106887527483535814175/reviews?hl=en-US
45,ChZDSUhNMG9nS0VJQ0FnSUR3cEl5ZE9nEAE,,3 years ago,2022-03-29 20:10:34.976883,5.0,วันดี ตีไรก็ติด,0,0,https://www.google.com/maps/contrib/106684480876381764591/reviews?hl=en-US
46,ChdDSUhNMG9nS0VJQ0FnSUNBdmR6SHBnRRAB,,3 years ago,2022-03-29 20:10:34.979112,5.0,chokchai permboon,0,0,https://www.google.com/maps/contrib/106564500337553833480/reviews?hl=en-US
47,ChdDSUhNMG9nS0VJQ0FnSUNnenJybHRBRRAB,,3 years ago,2022-03-29 20:10:34.981356,5.0,Sanutcha Patan,0,0,https://www.google.com/maps/contrib/105755083123894995184/reviews?hl=en-US
48,ChZDSUhNMG9nS0VJQ0FnSUNnNEoyMGZnEAE,(Translated by Google) good service  (Original) บริการดีนะ,3 years ago,2022-03-29 20:10:34.983849,4.0,Narath Plyhirun,0,0,https://www.google.com/maps/contrib/102006929594461590155/reviews?hl=en-US
49,ChZDSUhNMG9nS0VJQ0FnSURBNzU3VlNBEAE,,3 years ago,2022-03-29 20:10:34.985492,1.0,Somjit Plongphio,0,0,https://www.google.com/maps/contrib/105784478315814507905/reviews?hl=en-US
50,ChZDSUhNMG9nS0VJQ0FnSUNnX2MtdU9nEAE,,3 years ago,2022-03-29 20:10:41.354150,5.0,Surasak Sealim,0,0,https://www.google.com/maps/contrib/103297273724341358395/reviews?hl=en-US
51,ChdDSUhNMG9nS0VJQ0FnSUNBNjgydGtnRRAB,,3 years ago,2022-03-29 20:10:41.355651,5.0,Lamthai Tonsrangna,0,0,https://www.google.com/maps/contrib/107021902413513738276/reviews?hl=en-US
