id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUNxeUludmhBRRAB,"Nice, helpful staff that speaks English well. I was the only person there, which was nice. I came to print documents & mail off an envelope to the USA.",10 months ago,2022-03-29 20:31:39.624270,5.0,Amber Carollo,0,0,https://www.google.com/maps/contrib/109413326401090738059/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURLaE0zRXRBRRAB,"(Translated by Google) The service staff is very good. Find all customers. Help, rumor recommends cute. …",10 months ago,2022-03-29 20:31:39.625794,5.0,Ticha Jan.,0,0,https://www.google.com/maps/contrib/100797142327027323261/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURLb0lfLUhREAE,A very good experience at this location. The employees were very friendly and helpful. The employees are a credit to the FedEx business. I recommend them for quick deliveries around the world,11 months ago,2022-03-29 20:31:39.627331,5.0,Henry Everhart- Martinez,0,0,https://www.google.com/maps/contrib/100288364407522918776/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNLd09iRUlBEAE,"Super professional! They kept apologizing for all the bureaucratic Bs, but it's not on them. They were very polite, and we felt like they addressed all our questions and concerns really well. Thank you. You're amazing!",a year ago,2022-03-29 20:31:39.628923,5.0,Valerio (Valerioshi),0,0,https://www.google.com/maps/contrib/113510279466959112399/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURTajduVEdREAE,(Translated by Google) Excellent service staff  (Original) พนักงานบริการยอดเยี่ยม,a year ago,2022-03-29 20:31:39.630513,5.0,kanawat Op,0,0,https://www.google.com/maps/contrib/111232599983978154251/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURTM3N1NnFBRRAB,,a year ago,2022-03-29 20:31:39.632651,5.0,สํารอง แสนสุโพธิ,0,0,https://www.google.com/maps/contrib/107860944163838751119/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURpNVlLa2FnEAE,Staff very helpful.thank you,a year ago,2022-03-29 20:31:39.635498,5.0,pasquale signore,0,0,https://www.google.com/maps/contrib/117664128151165805757/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURpMHNQUGhRRRAB,Sent my father's watch to UK they lost it at Stansted ??????   .   Will delete this when and if the find it.  Lost since 22 Nov 2020 when it disappeared from their system ????,a year ago,2022-03-29 20:31:39.636964,1.0,Simon Rolstone,0,0,https://www.google.com/maps/contrib/111108684573216050937/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNpa01QUUdBEAE,,a year ago,2022-03-29 20:31:39.638407,3.0,Tom Tommy,0,0,https://www.google.com/maps/contrib/101377313817365454899/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUM4djczZHdnRRAB,"It's a FEDX. Easy to find. English spoken. It's, also, US prices.",a year ago,2022-03-29 20:31:39.639862,5.0,Bruce Belcher,0,0,https://www.google.com/maps/contrib/102625487926371874616/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUM4bktxUnpBRRAB,All went well and fast,a year ago,2022-03-29 20:31:39.641359,5.0,SI,0,0,https://www.google.com/maps/contrib/107565334658622810903/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURjdkphNmF3EAE,Expensive,a year ago,2022-03-29 20:31:39.642849,2.0,Oliver Perrett,0,0,https://www.google.com/maps/contrib/105329823119518440454/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURja09iQWRBEAE,,a year ago,2022-03-29 20:31:39.644339,5.0,Peeranut Lertpongadisorn,0,0,https://www.google.com/maps/contrib/116835573850285109232/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNjdjhMLURREAE,(Translated by Google) Staff are very kind and professional 👍  (Original) 員工很親切專業👍,a year ago,2022-03-29 20:31:39.646020,5.0,張丫巧,0,0,https://www.google.com/maps/contrib/111427821435148859308/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNjbC1pdy1nRRAB,,a year ago,2022-03-29 20:31:39.647560,5.0,My nickname Nisa,0,0,https://www.google.com/maps/contrib/103698176157245557542/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURzNnBLM3VnRRAB,,2 years ago,2022-03-29 20:31:39.649223,4.0,larry schlocker,0,0,https://www.google.com/maps/contrib/111441925130591641421/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURzZ3VYRXhBRRAB,(Translated by Google) Is at work  (Original) เป็นที่ทำงาน,2 years ago,2022-03-29 20:31:39.651651,5.0,Samlong Saensupho,0,0,https://www.google.com/maps/contrib/116974837923911748234/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNzdXBieEZBEAE,Great services,2 years ago,2022-03-29 20:31:39.654314,5.0,Adisak Phungprasertying,0,0,https://www.google.com/maps/contrib/115285802214164877205/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNNaGRpLVFREAE,Good,2 years ago,2022-03-29 20:31:39.656148,5.0,nopparut waree,0,0,https://www.google.com/maps/contrib/108389303604070724272/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUQwMHZ5SVl3EAE,"(Translated by Google) Convenient, ample parking Friendly staff, polite, clean place. …",2 years ago,2022-03-29 20:31:39.657672,5.0,khemmarus wongkamtan,0,0,https://www.google.com/maps/contrib/104540663822910283109/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUMwajQ2RUZ3EAE,I have used FedEx for sending packages and documents to America a few times. I have always been treated professionally by the staff and they spoke very good English too.,2 years ago,2022-03-29 20:31:45.931266,4.0,Paul Schultz,0,0,https://www.google.com/maps/contrib/104448883250366088036/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURVemVTalNBEAE,Now this Fedex is very fast service 3 days to the USA they speak good English too,2 years ago,2022-03-29 20:31:45.932815,5.0,BILLY,0,0,https://www.google.com/maps/contrib/116135229095002745674/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURVOFlXX3Z3RRAB,Very helpful staff.,2 years ago,2022-03-29 20:31:45.934405,5.0,Dale Bennett,0,0,https://www.google.com/maps/contrib/113528982816027581151/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURrOWZQWVdBEAE,,2 years ago,2022-03-29 20:31:45.935976,4.0,Daniel Hart,0,0,https://www.google.com/maps/contrib/109959437184272658707/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNJMXZmRVRnEAE,(Translated by Google) Service Excellence Very fast  (Original) บริการเป็นเลิศ รวดเร็วดีมากๆ,2 years ago,2022-03-29 20:31:45.937550,5.0,pirapat nithithanyaporn,0,0,https://www.google.com/maps/contrib/102688104633126106766/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUR3a01hdF9nRRAB,(Translated by Google) Service is excellent  (Original) บริการเป็นเลิศ,3 years ago,2022-03-29 20:31:45.939118,5.0,Night Timee,0,0,https://www.google.com/maps/contrib/111005567743180353597/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNvN3F5YTJRRRAB,Super effecient. The wee closed but let me in anyways to ship a passport to the US. They got it about 5 days after no problems,3 years ago,2022-03-29 20:31:45.941155,5.0,Mikey Ben-Chetrit,0,0,https://www.google.com/maps/contrib/104441657033887101683/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURJd0lleUZREAE,,3 years ago,2022-03-29 20:31:45.944473,5.0,Phumin Yapanan,0,0,https://www.google.com/maps/contrib/101721867335731211931/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNJMS12aGZnEAE,,3 years ago,2022-03-29 20:31:45.946919,3.0,เอ็ม เจริญเมือง,0,0,https://www.google.com/maps/contrib/116336063048723155396/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNJM0k3M213RRAB,You can rely on them,3 years ago,2022-03-29 20:31:45.949154,4.0,R Tt,0,0,https://www.google.com/maps/contrib/117162596515444037303/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUR3enV5dnFRRRAB,,3 years ago,2022-03-29 20:31:52.252231,5.0,สํารอง แสนสุโพธิ,0,0,https://www.google.com/maps/contrib/112736886634428756826/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURRNU95SWN3EAE,(Translated by Google) good  (Original) ดีค่ะ,3 years ago,2022-03-29 20:31:52.253667,5.0,Pantiva Jetavan,0,0,https://www.google.com/maps/contrib/116178019841877612493/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURnenVDbzZnRRAB,,3 years ago,2022-03-29 20:31:52.255234,5.0,kun maya,0,0,https://www.google.com/maps/contrib/103119277393309943272/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNnbUxMYTRnRRAB,"Going through the increadibly long and painful process of getting a shipment actually delivered from FedEx in Thailand we had to visit this office. We walked in, identified the shipment and the man handed us the correct papers. If only the rest of the never ending paper chase could have been as easy.",3 years ago,2022-03-29 20:31:52.256789,4.0,Whaleshrimp,0,0,https://www.google.com/maps/contrib/108398141875815227236/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNnNFpiaVF3EAE,,3 years ago,2022-03-29 20:31:52.258328,5.0,WhiteRose190Z,0,0,https://www.google.com/maps/contrib/109849939774901859520/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUN3LWJQU0l3EAE,(Translated by Google) Very good. Staff provide good service.  (Original) …,4 years ago,2022-03-29 20:31:52.260674,5.0,Khemmarus Wongkamtan,0,0,https://www.google.com/maps/contrib/107616278033492674286/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNnc09QUVhnEAE,Convenient location. Very friendly and helpful staff. Comfortable environment.,4 years ago,2022-03-29 20:31:52.263090,5.0,John Sessa,0,0,https://www.google.com/maps/contrib/107852529006659585956/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNndVpYa1J3EAE,"(Translated by Google) Good service, slightly expensive service charge  (Original) บริการดี ค่าบริการแพงไปนิด",4 years ago,2022-03-29 20:31:52.266429,4.0,Little Monkey,0,0,https://www.google.com/maps/contrib/113768712784919325032/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNRbnRTSzVnRRAB,,4 years ago,2022-03-29 20:31:52.268502,5.0,Bee Tungngern,0,0,https://www.google.com/maps/contrib/116732548993723896855/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNnOTdXdy1RRRAB,,4 years ago,2022-03-29 20:31:52.270482,5.0,Ivan Rutherford,0,0,https://www.google.com/maps/contrib/110316737322212713665/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNBaV9yXzRnRRAB,,4 years ago,2022-03-29 20:31:58.654043,5.0,Aomy Jaiwong,0,0,https://www.google.com/maps/contrib/108639403634004665255/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUN3dHFXemdRRRAB,,4 years ago,2022-03-29 20:31:58.655439,5.0,ศิริยากร คํามูลรัตน์,0,0,https://www.google.com/maps/contrib/114246719026220628008/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURRcG83SlRnEAE,,4 years ago,2022-03-29 20:31:58.656934,2.0,Robert Cunningham,0,0,https://www.google.com/maps/contrib/106757438909383794751/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUN3OE96NExBEAE,Great experience shipping documents from here. The staff was very pleasant and helpful. Reasonable prices for world wide shipping.  I will be using their services again!,4 years ago,2022-03-29 20:31:58.658562,5.0,Barry Peckham,0,0,https://www.google.com/maps/contrib/111000394669361667552/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUN3bE1fdmdnRRAB,Your standard FedEx.  Staff has always been helpful at this branch.,4 years ago,2022-03-29 20:31:58.660207,4.0,Donald Ritchey,0,0,https://www.google.com/maps/contrib/101760769744914153002/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURBd0pHdWxnRRAB,,4 years ago,2022-03-29 20:31:58.662220,5.0,Zeresh John,0,0,https://www.google.com/maps/contrib/102082430391354560775/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNBN0pUQTlnRRAB,"Good and fast service, but comes at a price",4 years ago,2022-03-29 20:31:58.664876,3.0,Paul Marios,0,0,https://www.google.com/maps/contrib/100136655082074960782/reviews?hl=en-US
