id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUNXNHFxU2x3RRAB,(Translated by Google) good  (Original) ดี,a month ago,2022-03-29 20:10:15.953287,4.0,Wittayarat Athijorn,0,0,https://www.google.com/maps/contrib/113249269876306438675/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNXcktYOW9RRRAB,(Translated by Google) Easy to contact. Strict anti-Covid-19 measures.  (Original) …,a month ago,2022-03-29 20:10:15.954798,4.0,SIRICHAI SUWANASRI,0,0,https://www.google.com/maps/contrib/113389566627078861205/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNXdU5pMml3RRAB,,a month ago,2022-03-29 20:10:15.956357,5.0,พายุพรรดิ์ คงสินธุ์,0,0,https://www.google.com/maps/contrib/116244135261948644889/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURtNW9uZmhBRRAB,,2 months ago,2022-03-29 20:10:15.958604,5.0,TN Claire,0,0,https://www.google.com/maps/contrib/103812646787909132145/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNtX3QzVXh3RRAB,"Well organized, friendly staff, very helpful, excellent service.",2 months ago,2022-03-29 20:10:15.960549,5.0,Anthony Verloop,0,0,https://www.google.com/maps/contrib/100053841225388783064/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNtNnBqOFB3EAE,,3 months ago,2022-03-29 20:10:15.963356,5.0,สุนทร ตันชเสาวภาค,0,0,https://www.google.com/maps/contrib/105486276559512733952/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNtZ3NxVXBBRRAB,,3 months ago,2022-03-29 20:10:15.965662,3.0,Ashley Buanak,0,0,https://www.google.com/maps/contrib/110736484262286717601/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURxd0xuLWZnEAE,,9 months ago,2022-03-29 20:10:15.968259,4.0,อุรุพงษ์ มาแจ้ง,0,0,https://www.google.com/maps/contrib/114437222113378558750/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNxcVBTRDBnRRAB,,10 months ago,2022-03-29 20:10:15.971437,4.0,Samit Plavudhithothai,0,0,https://www.google.com/maps/contrib/109056051214222585940/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNLN1lydnhRRRAB,,11 months ago,2022-03-29 20:10:15.975469,3.0,ธนิก วรเกษ,0,0,https://www.google.com/maps/contrib/106906911192947392513/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNLbHFHaW5BRRAB,(Translated by Google) To be a global integrated logistics company  (Original) …,11 months ago,2022-03-29 20:10:15.978929,5.0,Charawut Daenchanthuk,0,0,https://www.google.com/maps/contrib/115923191391714247186/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNLMnE2aG9RRRAB,,11 months ago,2022-03-29 20:10:15.981924,5.0,Arjun Laserhi,0,0,https://www.google.com/maps/contrib/111349496248144494602/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNLaXJYR0J3EAE,Well after a lot of looking i find out the Bangkok call centre number thats not listed is 1782 .,11 months ago,2022-03-29 20:10:15.984995,3.0,Brent Thailand,0,0,https://www.google.com/maps/contrib/108019561274999550353/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURTOFlUbm93RRAB,,a year ago,2022-03-29 20:10:15.990105,5.0,Bancha Khemthong,0,0,https://www.google.com/maps/contrib/114523217053759374745/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURTOXY2Mjd3RRAB,,a year ago,2022-03-29 20:10:15.995139,5.0,Prayoon Uoonsiri (Yoon),0,0,https://www.google.com/maps/contrib/107494904982594072952/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURpc3NTZlNREAE,"Good service. Remember to bring passport for id if you are foreigner, or as a minimum have a copy on your phone. Worked for me once when I forgot....",a year ago,2022-03-29 20:10:15.998935,5.0,Frants Andersen,0,0,https://www.google.com/maps/contrib/112644979813957046113/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNpazVTLTR3RRAB,All Telefon Nr. do mit Work. No-one picked up. Also No Response by E Mail.,a year ago,2022-03-29 20:10:16.003765,1.0,Rudolf Schnell,0,0,https://www.google.com/maps/contrib/104454825655738082155/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURDOWNDSEF3EAE,Great Service.,a year ago,2022-03-29 20:10:16.008569,5.0,Swaggy P-eaga,0,0,https://www.google.com/maps/contrib/106955693742023297244/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURDbFlpYmRBEAE,,a year ago,2022-03-29 20:10:16.011554,4.0,THAWAT Yeammanan,0,0,https://www.google.com/maps/contrib/113375514717420540789/reviews?hl=en-US
