id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSURXMUxmcVdnEAE,,a week ago,2022-03-29 20:29:57.390409,5.0,chanon hanpol,0,0,https://www.google.com/maps/contrib/109136725836388643218/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNRbzdYWWdnRRAB,(Translated by Google) good service  (Original) บริการดี,a month ago,2022-03-29 20:29:57.391878,5.0,cherdwong phothrnom,0,0,https://www.google.com/maps/contrib/114345117290506443875/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURHNS1PN2l3RRAB,(Translated by Google) You have to exchange your card and go into the car park inside the building. The service area is a small glass room compared to the area​ Strictly entering and exiting Check parcels before sending …,3 months ago,2022-03-29 20:29:57.393460,3.0,เกษร เดชาละมัย,0,0,https://www.google.com/maps/contrib/109983565601936135873/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNHX2Myb0JBEAE,,4 months ago,2022-03-29 20:29:57.394935,5.0,Mings Mhuay,0,0,https://www.google.com/maps/contrib/110455623054269323651/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNHN3ZqUEh3EAE,(Translated by Google) This is the place where the goods are sent.  (Original) …,4 months ago,2022-03-29 20:29:57.396469,2.0,Teerapat Santhong,0,0,https://www.google.com/maps/contrib/106578957207671617259/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNHNXBLM3J3RRAB,"(Translated by Google) Fresh parking, fast service.  (Original) ที่จอดรถสดวกบริการเร็ว",5 months ago,2022-03-29 20:29:57.397917,4.0,sirichai kumbachai,0,0,https://www.google.com/maps/contrib/100808025439697618631/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUM4dk5yM3B3RRAB,,6 months ago,2022-03-29 20:29:57.399471,5.0,Nott Ch,0,0,https://www.google.com/maps/contrib/101759879572938509082/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUM2cFppcmF3EAE,,6 months ago,2022-03-29 20:29:57.400888,5.0,Thenoj etenac,0,0,https://www.google.com/maps/contrib/111799057807334024863/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUM2c1luM1Z3EAE,,6 months ago,2022-03-29 20:29:57.402628,5.0,ณรงค์ บุญราศีพูนทรัพย์,0,0,https://www.google.com/maps/contrib/114190816024891312023/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNheWR1Q2xnRRAB,(Translated by Google) open 9 a.m. Parking is less …,7 months ago,2022-03-29 20:29:57.404383,3.0,Kumpol Banchongsuparak,0,0,https://www.google.com/maps/contrib/113448809965329671414/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNhaWJmd3NnRRAB,,7 months ago,2022-03-29 20:29:57.405833,4.0,จิตรกร ตาทอง,0,0,https://www.google.com/maps/contrib/101372773645276430036/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURxOEt6OTd3RRAB,Its Was Good Experience Staff is very friendly,9 months ago,2022-03-29 20:29:57.407632,5.0,Hammad Khan,0,0,https://www.google.com/maps/contrib/115244971673792412037/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNxdmIzYjRnRRAB,,9 months ago,2022-03-29 20:29:57.409089,5.0,วิษณุ สิทธิเกรียงไกร (แป๊ะ รั่วทัวร์อีสาน),0,0,https://www.google.com/maps/contrib/100214613470541035274/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURLamZyNjNRRRAB,,10 months ago,2022-03-29 20:29:57.410516,3.0,Tanakorn m,0,0,https://www.google.com/maps/contrib/103028658367867997887/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUN5c3RXdXNRRRAB,,a year ago,2022-03-29 20:29:57.411889,5.0,Prayut Thawepleng,0,0,https://www.google.com/maps/contrib/117167333890125225011/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUN5bk5yUWJBEAE,,a year ago,2022-03-29 20:29:57.413388,5.0,Phannalak Apple,0,0,https://www.google.com/maps/contrib/103416727323191755610/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUN5dE9pQ1N3EAE,,a year ago,2022-03-29 20:29:57.414761,5.0,Arjun Laserhi,0,0,https://www.google.com/maps/contrib/111349496248144494602/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUN5OExuTWdRRRAB,,a year ago,2022-03-29 20:29:57.416259,4.0,มงคล จันทรรังสรรค์,0,0,https://www.google.com/maps/contrib/108131530174925799262/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURTLTlPYWNBEAE,Very good service,a year ago,2022-03-29 20:29:57.418544,4.0,Natth Jirawanishphaisarn,0,0,https://www.google.com/maps/contrib/105729768257329276381/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURTOGNUNEVnEAE,,a year ago,2022-03-29 20:29:57.421276,5.0,Kiattisak Vasiyamongkholkul,0,0,https://www.google.com/maps/contrib/109975460909703531427/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURTNG9TbTJRRRAB,,a year ago,2022-03-29 20:30:03.675983,5.0,Sombat Mithanachot,0,0,https://www.google.com/maps/contrib/110015218790886567844/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURpNVp5LTBnRRAB,,a year ago,2022-03-29 20:30:03.677411,4.0,Vernon Li,0,0,https://www.google.com/maps/contrib/103388099256509056130/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURpOElEWGp3RRAB,(Translated by Google) Service at all levels Impress …,a year ago,2022-03-29 20:30:03.679005,5.0,Prayoon Uoonsiri (Yoon),0,0,https://www.google.com/maps/contrib/107494904982594072952/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNpN09ULWhBRRAB,This was such a great experience. The gentlemen at the counter was quick and kept me updated about who was searching for my package. The security guys at the gate were friendly and kind. I literally could not have asked for a better service. Thank you so much.,a year ago,2022-03-29 20:30:03.680669,5.0,Jai Cutler,0,0,https://www.google.com/maps/contrib/104571149090005014625/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNpMkpyY0dBEAE,,a year ago,2022-03-29 20:30:03.682387,5.0,Jon Steiner,0,0,https://www.google.com/maps/contrib/109684365420676045734/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURDNHVURW93RRAB,,a year ago,2022-03-29 20:30:03.684414,5.0,grocery at doorstep thai,0,0,https://www.google.com/maps/contrib/104675491508467235043/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNDNWZhZjl3RRAB,(Translated by Google) Is it too late to receive documents or receive items?  (Original) …,a year ago,2022-03-29 20:30:03.686630,3.0,กรรณิกา มานะการ (ทํางานกับมารต้องรู้จักมาร),0,0,https://www.google.com/maps/contrib/116692342800286917645/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNDLWV6aHFRRRAB,(Translated by Google) Ordered goods subject to tax exceeding 50% of the product price for two rounds and Is the only one Can't give any answer To talk to the department …,a year ago,2022-03-29 20:30:03.688745,1.0,t caine,0,0,https://www.google.com/maps/contrib/107661440899764825009/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNDNGZXUGxBRRAB,,a year ago,2022-03-29 20:30:03.690404,5.0,Jamie Wongsiri,0,0,https://www.google.com/maps/contrib/108967167662855353764/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNDbEx6ek93EAE,,a year ago,2022-03-29 20:30:03.691798,5.0,Nikhil Bohra,0,0,https://www.google.com/maps/contrib/113276831891479516370/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNDNFBpRXR3RRAB,,a year ago,2022-03-29 20:30:09.963226,5.0,วิไล พรรษา (Bigboy),0,0,https://www.google.com/maps/contrib/117604767446011293007/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUQ4dFpPX3hBRRAB,(Translated by Google) convenient  (Original) สะดวก,a year ago,2022-03-29 20:30:09.964696,5.0,สําเริง ชื่นมี,0,0,https://www.google.com/maps/contrib/113509568501102182986/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUM4ODdqdm1RRRAB,,a year ago,2022-03-29 20:30:09.966457,5.0,Simon Lios,0,0,https://www.google.com/maps/contrib/102479179525323882049/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUM4d2FfMkl3EAE,(Translated by Google) There is parking space for pick up the parcel by yourself. …,a year ago,2022-03-29 20:30:09.967926,5.0,Opad Meechao,0,0,https://www.google.com/maps/contrib/111120085208252166117/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURjdHE3NXFnRRAB,Courier,a year ago,2022-03-29 20:30:09.969423,4.0,bhavesh shah,0,0,https://www.google.com/maps/contrib/114602440057978061359/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURjOHVtTVV3EAE,"(Translated by Google) Good service, attention to details  (Original) บริการดี ใส่ใจรายละเอียด",a year ago,2022-03-29 20:30:09.970923,5.0,anuphat lalitpongsakul,0,0,https://www.google.com/maps/contrib/100459475142323187949/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURjNHFHZFpnEAE,(Translated by Google) good service  (Original) บริการดี,a year ago,2022-03-29 20:30:09.972554,5.0,ปรีดา วณิชชากรพร,0,0,https://www.google.com/maps/contrib/101593203404675042481/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURjdElpM0pREAE,,a year ago,2022-03-29 20:30:09.973974,5.0,สุนทร ตันชเสาวภาค,0,0,https://www.google.com/maps/contrib/105486276559512733952/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURjdVBpam53RRAB,,a year ago,2022-03-29 20:30:09.975307,5.0,Mongkhol Phaengya,0,0,https://www.google.com/maps/contrib/101613046588022950524/reviews?hl=en-US
